Name,Family,Max Thickness (%),x-Locationof Max Thickness (%),Camber (%),Data Sources,Cl max,Cl/Cd max,Cd @ Cl=0.1,Cd @ Cl=0.4,Cd @ Cl=0.6
NACA64(3)-218,NACA 64-series,18,37.7,1.1,JF XF,1.47,129,0.005,0.005,0.005
NACA64(3)-418,NACA 64-series,18,37.7,2.2,JF XF,1.6,155,0.005,0.005,0.005
NACA64(3)-618,NACA 64-series,18,37.7,3.3,JF XF,1.73,177,0.006,0.005,0.005
NACA64(4)-221,NACA 64-series,21,35.8,1.1,JF XF,1.64,128,0.005,0.005,0.005
NACA64(4)-421,NACA 64-series,21,35.8,2.2,JF XF,1.76,158,0.005,0.005,0.005
NACA64-009,NACA 64-series,9,37.7,0,JF WT XF,0.79,79,0.005,0.007,0.097
NACA64-012,NACA 64-series,12,37.7,0,JF WT XF,1,90,0.005,0.007,0.008
NACA64-012A,NACA 64-series,12,37.7,0,JF XF,1.07,95,0.005,0.007,0.008
NACA64-015,NACA 64-series,15,37.7,0,JF WT XF,1.2,91,0.005,0.005,0.008
NACA64-018,NACA 64-series,18,37.7,0,JF WT XF,1.38,105,0.005,0.005,0.007
NACA64-021,NACA 64-series,21,35.8,0,JF WT XF,1.55,108,0.005,0.005,0.006
NACA64-109,NACA 64-series,9,37.7,0.5,JF XF,0.88,115,0.004,0.005,0.103
NACA64-109 A=0.0,NACA 64-series,9,37.7,0.6,JF XF,0.88,118,0.004,0.005,0.106
NACA64-109 A=0.2,NACA 64-series,9,37.7,0.6,JF XF,0.88,118,0.004,0.006,0.102
NACA64-109 A=0.5,NACA 64-series,9,37.7,0.7,JF XF,0.88,118,0.004,0.005,0.098
NACA64-109 A=0.6,NACA 64-series,9,37.7,0.7,JF XF,0.89,118,0.004,0.005,0.104
NACA64-109 A=0.8,NACA 64-series,9,37.7,0.6,JF XF,0.88,117,0.004,0.005,0.103
NACA64-110,NACA 64-series,10,37.7,0.5,JF WT XF,0.95,110,0.005,0.005,0.108
NACA64-110 A=0.0,NACA 64-series,10,37.7,0.5,JF XF,0.94,111,0.005,0.005,0.106
NACA64-110 A=0.2,NACA 64-series,10,37.7,0.6,JF XF,0.94,113,0.005,0.005,0.114
NACA64-110 A=0.5,NACA 64-series,10,37.7,0.7,JF XF,0.94,112,0.005,0.005,0.007
NACA64-110 A=0.6,NACA 64-series,10,37.7,0.7,JF XF,0.95,113,0.005,0.005,0.007
NACA64-110 A=0.8,NACA 64-series,10,37.7,0.6,JF XF,0.95,111,0.004,0.005,0.109
NACA64-111,NACA 64-series,11,37.7,0.5,JF XF,1.01,106,0.005,0.005,0.007
NACA64-111 A=0.0,NACA 64-series,11,37.7,0.5,JF XF,1,106,0.005,0.005,0.007
NACA64-111 A=0.2,NACA 64-series,11,37.7,0.6,JF XF,1,107,0.005,0.005,0.007
NACA64-111 A=0.5,NACA 64-series,11,37.7,0.7,JF XF,1.01,107,0.005,0.005,0.007
NACA64-111 A=0.6,NACA 64-series,11,37.7,0.7,JF XF,1.01,107,0.005,0.005,0.007
NACA64-111 A=0.8,NACA 64-series,11,37.7,0.6,JF XF,1.01,107,0.005,0.005,0.007
NACA64-112,NACA 64-series,12,37.7,0.5,JF WT XF,1.07,92,0.005,0.005,0.008
NACA64-112 A=0.0,NACA 64-series,12,37.7,0.5,JF XF,1.06,103,0.005,0.005,0.008
NACA64-112 A=0.2,NACA 64-series,12,37.7,0.6,JF XF,1.07,104,0.005,0.005,0.007
NACA64-112 A=0.5,NACA 64-series,12,37.7,0.7,JF XF,1.07,105,0.005,0.005,0.008
NACA64-112 A=0.6,NACA 64-series,12,37.7,0.6,JF XF,1.07,105,0.005,0.005,0.008
NACA64-112 A=0.8,NACA 64-series,12,37.7,0.6,JF XF,1.07,105,0.005,0.005,0.008
NACA64-113,NACA 64-series,13,37.7,0.5,JF XF,1.14,103,0.005,0.005,0.008
NACA64-113 A=0.0,NACA 64-series,13,37.7,0.5,JF XF,1.12,101,0.005,0.005,0.008
NACA64-113 A=0.2,NACA 64-series,13,37.7,0.6,JF XF,1.13,106,0.005,0.005,0.008
NACA64-113 A=0.5,NACA 64-series,13,37.7,0.6,JF XF,1.13,102,0.005,0.005,0.008
NACA64-113 A=0.6,NACA 64-series,13,37.7,0.6,JF XF,1.14,101,0.005,0.005,0.008
NACA64-113 A=0.8,NACA 64-series,13,37.7,0.6,JF XF,1.14,108,0.005,0.005,0.008
NACA64-114,NACA 64-series,14,37.7,0.5,JF XF,1.21,107,0.005,0.005,0.007
NACA64-114 A=0.0,NACA 64-series,14,37.7,0.5,JF XF,1.19,97,0.005,0.005,0.007
NACA64-114 A=0.2,NACA 64-series,14,37.7,0.5,JF XF,1.19,102,0.005,0.005,0.007
NACA64-114 A=0.5,NACA 64-series,14,37.7,0.6,JF XF,1.2,97,0.005,0.005,0.007
NACA64-114 A=0.6,NACA 64-series,14,37.7,0.6,JF XF,1.2,94,0.005,0.005,0.007
NACA64-114 A=0.8,NACA 64-series,14,37.7,0.6,JF XF,1.21,105,0.005,0.005,0.007
NACA64-115,NACA 64-series,15,37.7,0.4,JF XF,1.27,95,0.005,0.005,0.006
NACA64-115 A=0.0,NACA 64-series,15,37.7,0.5,JF XF,1.25,92,0.005,0.005,0.007
NACA64-115 A=0.2,NACA 64-series,15,37.7,0.5,JF XF,1.26,97,0.005,0.005,0.006
NACA64-115 A=0.5,NACA 64-series,15,37.7,0.6,JF XF,1.26,96,0.005,0.005,0.006
NACA64-115 A=0.6,NACA 64-series,15,37.7,0.6,JF XF,1.27,96,0.005,0.005,0.006
NACA64-115 A=0.8,NACA 64-series,15,37.7,0.6,JF XF,1.27,100,0.005,0.005,0.006
NACA64-116,NACA 64-series,16,37.7,0.4,JF XF,1.33,100,0.005,0.005,0.006
NACA64-116 A=0.0,NACA 64-series,16,37.7,0.4,JF XF,1.31,93,0.005,0.005,0.006
NACA64-116 A=0.2,NACA 64-series,16,37.7,0.5,JF XF,1.32,97,0.005,0.005,0.006
NACA64-116 A=0.5,NACA 64-series,16,37.7,0.6,JF XF,1.33,98,0.005,0.005,0.006
NACA64-116 A=0.6,NACA 64-series,16,37.7,0.6,JF XF,1.33,97,0.005,0.005,0.006
NACA64-116 A=0.8,NACA 64-series,16,37.7,0.5,JF XF,1.33,98,0.005,0.005,0.006
NACA64-117,NACA 64-series,17,37.7,0.4,JF XF,1.39,100,0.005,0.005,0.006
NACA64-117 A=0.0,NACA 64-series,17,37.7,0.4,JF XF,1.37,94,0.005,0.005,0.006
NACA64-117 A=0.2,NACA 64-series,17,37.7,0.5,JF XF,1.38,97,0.005,0.005,0.006
NACA64-117 A=0.5,NACA 64-series,17,37.7,0.6,JF XF,1.38,105,0.005,0.005,0.006
NACA64-117 A=0.6,NACA 64-series,17,37.7,0.6,JF XF,1.39,106,0.005,0.005,0.006
NACA64-117 A=0.8,NACA 64-series,17,37.7,0.5,JF XF,1.39,100,0.005,0.005,0.006
NACA64-118,NACA 64-series,18,37.7,0.4,JF XF,1.44,109,0.005,0.005,0.006
NACA64-118 A=0.0,NACA 64-series,18,37.7,0.4,JF XF,1.43,98,0.005,0.005,0.006
NACA64-118 A=0.2,NACA 64-series,18,37.7,0.5,JF XF,1.43,99,0.005,0.005,0.006
NACA64-118 A=0.5,NACA 64-series,18,37.7,0.6,JF XF,1.44,105,0.005,0.005,0.006
NACA64-118 A=0.6,NACA 64-series,18,37.7,0.6,JF XF,1.44,106,0.005,0.005,0.006
NACA64-118 A=0.8,NACA 64-series,18,37.7,0.5,JF XF,1.44,108,0.005,0.005,0.006
NACA64-119,NACA 64-series,19,35.8,0.4,JF XF,1.5,109,0.005,0.005,0.006
NACA64-119 A=0.0,NACA 64-series,19,35.8,0.4,JF XF,1.48,101,0.005,0.005,0.006
NACA64-119 A=0.2,NACA 64-series,19,35.8,0.5,JF XF,1.49,101,0.005,0.005,0.006
NACA64-119 A=0.5,NACA 64-series,19,35.8,0.6,JF XF,1.49,114,0.005,0.005,0.006
NACA64-119 A=0.6,NACA 64-series,19,35.8,0.6,JF XF,1.5,115,0.005,0.005,0.006
NACA64-119 A=0.8,NACA 64-series,19,35.8,0.5,JF XF,1.5,107,0.005,0.005,0.006
NACA64-120,NACA 64-series,20,35.8,0.4,JF XF,1.55,118,0.005,0.005,0.006
NACA64-120 A=0.0,NACA 64-series,20,35.8,0.4,JF XF,1.53,101,0.005,0.005,0.006
NACA64-120 A=0.2,NACA 64-series,20,35.8,0.4,JF XF,1.54,102,0.005,0.005,0.006
NACA64-120 A=0.5,NACA 64-series,20,35.8,0.5,JF XF,1.55,113,0.005,0.005,0.006
NACA64-120 A=0.6,NACA 64-series,20,35.8,0.5,JF XF,1.55,113,0.005,0.005,0.006
NACA64-120 A=0.8,NACA 64-series,20,35.8,0.5,JF XF,1.55,115,0.005,0.005,0.006
NACA64-209,NACA 64-series,9,37.7,1,JF WT XF,0.96,127,0.004,0.004,0.099
NACA64-209 A=0.0,NACA 64-series,9,37.7,1.1,JF XF,0.94,123,0.004,0.004,0.096
NACA64-209 A=0.2,NACA 64-series,9,37.7,1.3,JF XF,0.94,125,0.004,0.004,0.098
NACA64-209 A=0.5,NACA 64-series,9,37.7,1.4,JF XF,0.95,128,0.004,0.004,0.1
NACA64-209 A=0.6,NACA 64-series,9,37.7,1.4,JF XF,0.95,129,0.004,0.004,0.098
NACA64-209 A=0.8,NACA 64-series,9,37.7,1.3,JF XF,0.96,125,0.004,0.004,0.1
NACA64-210,NACA 64-series,10,37.7,1,JF WT XF,1.02,119,0.005,0.004,0.007
NACA64-210 A=0.0,NACA 64-series,10,37.7,1.1,JF XF,1.01,116,0.005,0.005,0.006
NACA64-210 A=0.2,NACA 64-series,10,37.7,1.2,JF XF,1.02,117,0.005,0.005,0.007
NACA64-210 A=0.5,NACA 64-series,10,37.7,1.4,JF XF,1.02,120,0.005,0.005,0.006
NACA64-210 A=0.6,NACA 64-series,10,37.7,1.4,JF XF,1.02,120,0.005,0.005,0.006
NACA64-210 A=0.8,NACA 64-series,10,37.7,1.3,JF XF,1.02,119,0.005,0.005,0.007
NACA64-211,NACA 64-series,11,37.7,1,JF XF,1.09,114,0.005,0.005,0.007
NACA64-211 A=0.0,NACA 64-series,11,37.7,1.1,JF XF,1.07,110,0.005,0.005,0.006
NACA64-211 A=0.2,NACA 64-series,11,37.7,1.2,JF XF,1.07,110,0.005,0.005,0.006
NACA64-211 A=0.5,NACA 64-series,11,37.7,1.4,JF XF,1.08,113,0.005,0.005,0.007
NACA64-211 A=0.6,NACA 64-series,11,37.7,1.4,JF XF,1.08,110,0.005,0.005,0.006
NACA64-211 A=0.8,NACA 64-series,11,37.7,1.2,JF XF,1.08,112,0.005,0.005,0.006
NACA64-212,NACA 64-series,12,37.7,1,JF WT XF,1.15,110,0.005,0.005,0.006
NACA64-212 A=0.0,NACA 64-series,12,37.7,1.1,JF XF,1.13,111,0.005,0.005,0.006
NACA64-212 A=0.2,NACA 64-series,12,37.7,1.2,JF XF,1.13,107,0.005,0.005,0.006
NACA64-212 A=0.5,NACA 64-series,12,37.7,1.3,JF XF,1.14,108,0.005,0.005,0.006
NACA64-212 A=0.6,NACA 64-series,12,37.7,1.3,JF XF,1.14,107,0.005,0.005,0.006
NACA64-212 A=0.8,NACA 64-series,12,37.7,1.2,JF XF,1.15,109,0.005,0.005,0.006
NACA64-213,NACA 64-series,13,37.7,1,JF XF,1.22,108,0.005,0.005,0.006
NACA64-213 A=0.0,NACA 64-series,13,37.7,1,JF XF,1.19,102,0.005,0.005,0.006
NACA64-213 A=0.2,NACA 64-series,13,37.7,1.2,JF XF,1.19,103,0.005,0.005,0.006
NACA64-213 A=0.5,NACA 64-series,13,37.7,1.3,JF XF,1.2,109,0.005,0.005,0.006
NACA64-213 A=0.6,NACA 64-series,13,37.7,1.3,JF XF,1.21,111,0.005,0.005,0.006
NACA64-213 A=0.8,NACA 64-series,13,37.7,1.2,JF XF,1.21,106,0.005,0.005,0.006
NACA64-214,NACA 64-series,14,37.7,0.9,JF XF,1.28,111,0.005,0.005,0.006
NACA64-214 A=0.0,NACA 64-series,14,37.7,1,JF XF,1.25,98,0.005,0.005,0.006
NACA64-214 A=0.2,NACA 64-series,14,37.7,1.1,JF XF,1.25,106,0.005,0.005,0.006
NACA64-214 A=0.5,NACA 64-series,14,37.7,1.3,JF XF,1.26,109,0.005,0.005,0.006
NACA64-214 A=0.6,NACA 64-series,14,37.7,1.3,JF XF,1.27,111,0.005,0.005,0.005
NACA64-214 A=0.8,NACA 64-series,14,37.7,1.2,JF XF,1.28,114,0.005,0.005,0.005
NACA64-215,NACA 64-series,15,37.7,0.9,JF WT XF,1.34,109,0.005,0.005,0.006
NACA64-215 A=0.0,NACA 64-series,15,37.7,1,JF XF,1.3,102,0.005,0.005,0.006
NACA64-215 A=0.2,NACA 64-series,15,37.7,1.1,JF XF,1.31,106,0.005,0.005,0.006
NACA64-215 A=0.5,NACA 64-series,15,37.7,1.3,JF XF,1.33,119,0.005,0.005,0.005
NACA64-215 A=0.6,NACA 64-series,15,37.7,1.3,JF XF,1.33,110,0.005,0.005,0.005
NACA64-215 A=0.8,NACA 64-series,15,37.7,1.2,JF XF,1.34,114,0.005,0.005,0.005
NACA64-216,NACA 64-series,16,37.7,0.9,JF XF,1.4,118,0.005,0.005,0.005
NACA64-216 A=0.0,NACA 64-series,16,37.7,1,JF XF,1.36,102,0.005,0.005,0.006
NACA64-216 A=0.2,NACA 64-series,16,37.7,1.1,JF XF,1.37,108,0.005,0.005,0.006
NACA64-216 A=0.5,NACA 64-series,16,37.7,1.3,JF XF,1.39,118,0.005,0.005,0.005
NACA64-216 A=0.6,NACA 64-series,16,37.7,1.2,JF XF,1.39,119,0.005,0.005,0.005
NACA64-216 A=0.8,NACA 64-series,16,37.7,1.1,JF XF,1.4,113,0.005,0.005,0.005
NACA64-217,NACA 64-series,17,37.7,0.9,JF XF,1.46,117,0.005,0.005,0.005
NACA64-217 A=0.0,NACA 64-series,17,37.7,0.9,JF XF,1.42,108,0.005,0.005,0.006
NACA64-217 A=0.2,NACA 64-series,17,37.7,1.1,JF XF,1.43,109,0.005,0.005,0.006
NACA64-217 A=0.5,NACA 64-series,17,37.7,1.2,JF XF,1.45,118,0.005,0.005,0.005
NACA64-217 A=0.6,NACA 64-series,17,37.7,1.2,JF XF,1.45,119,0.005,0.005,0.005
NACA64-217 A=0.8,NACA 64-series,17,37.7,1.1,JF XF,1.46,122,0.005,0.005,0.005
NACA64-218,NACA 64-series,18,37.7,0.9,JF WT XF,1.51,126,0.005,0.005,0.006
NACA64-218 A=0.0,NACA 64-series,18,37.7,0.9,JF XF,1.48,106,0.005,0.005,0.006
NACA64-218 A=0.2,NACA 64-series,18,37.7,1,JF XF,1.49,114,0.005,0.005,0.006
NACA64-218 A=0.5,NACA 64-series,18,37.7,1.2,JF XF,1.5,126,0.005,0.005,0.006
NACA64-218 A=0.6,NACA 64-series,18,37.7,1.2,JF XF,1.51,127,0.005,0.005,0.006
NACA64-218 A=0.8,NACA 64-series,18,37.7,1.1,JF XF,1.51,123,0.005,0.005,0.006
NACA64-219,NACA 64-series,19,35.8,0.8,JF XF,1.56,125,0.005,0.005,0.006
NACA64-219 A=0.0,NACA 64-series,19,35.8,0.9,JF XF,1.53,111,0.005,0.005,0.006
NACA64-219 A=0.2,NACA 64-series,19,35.8,1,JF XF,1.54,112,0.005,0.005,0.006
NACA64-219 A=0.5,NACA 64-series,19,35.8,1.2,JF XF,1.56,126,0.005,0.005,0.006
NACA64-219 A=0.6,NACA 64-series,19,35.8,1.2,JF XF,1.56,126,0.005,0.005,0.006
NACA64-219 A=0.8,NACA 64-series,19,35.8,1.1,JF XF,1.57,130,0.005,0.005,0.006
NACA64-220,NACA 64-series,20,35.8,0.8,JF XF,1.62,134,0.005,0.005,0.006
NACA64-220 A=0.0,NACA 64-series,20,35.8,0.8,JF XF,1.58,111,0.005,0.005,0.006
NACA64-220 A=0.2,NACA 64-series,20,35.8,1,JF XF,1.6,111,0.005,0.005,0.006
NACA64-220 A=0.5,NACA 64-series,20,35.8,1.1,JF XF,1.61,132,0.005,0.005,0.006
NACA64-220 A=0.6,NACA 64-series,20,35.8,1.1,JF XF,1.62,133,0.005,0.005,0.006
NACA64-220 A=0.8,NACA 64-series,20,35.8,1.1,JF XF,1.62,130,0.005,0.005,0.006
NACA64-221,NACA 64-series,21,35.8,0.8,JF WT XF,1.67,139,0.005,0.005,0.005
NACA64-309,NACA 64-series,9,37.7,1.6,JF XF,1.03,133,0.005,0.004,0.005
NACA64-309 A=0.0,NACA 64-series,9,37.7,1.7,JF XF,0.99,129,0.004,0.004,0.097
NACA64-309 A=0.2,NACA 64-series,9,37.7,1.9,JF XF,1.01,131,0.005,0.004,0.096
NACA64-309 A=0.5,NACA 64-series,9,37.7,2.1,JF XF,1.02,139,0.004,0.004,0.099
NACA64-309 A=0.6,NACA 64-series,9,37.7,2.1,JF XF,1.02,136,0.005,0.004,0.005
NACA64-309 A=0.8,NACA 64-series,9,37.7,1.9,JF XF,1.03,132,0.004,0.004,0.092
NACA64-310,NACA 64-series,10,37.7,1.5,JF XF,1.1,130,0.005,0.004,0.005
NACA64-310 A=0.0,NACA 64-series,10,37.7,1.7,JF XF,1.06,122,0.005,0.005,0.005
NACA64-310 A=0.2,NACA 64-series,10,37.7,1.9,JF XF,1.07,127,0.005,0.005,0.005
NACA64-310 A=0.5,NACA 64-series,10,37.7,2.1,JF XF,1.09,132,0.005,0.005,0.005
NACA64-310 A=0.6,NACA 64-series,10,37.7,2.1,JF XF,1.09,125,0.005,0.005,0.005
NACA64-310 A=0.8,NACA 64-series,10,37.7,1.9,JF XF,1.1,129,0.005,0.005,0.005
NACA64-311,NACA 64-series,11,37.7,1.5,JF XF,1.17,118,0.005,0.005,0.005
NACA64-311 A=0.0,NACA 64-series,11,37.7,1.7,JF XF,1.12,114,0.005,0.005,0.006
NACA64-311 A=0.2,NACA 64-series,11,37.7,1.8,JF XF,1.14,121,0.005,0.005,0.006
NACA64-311 A=0.5,NACA 64-series,11,37.7,2.1,JF XF,1.16,128,0.005,0.005,0.005
NACA64-311 A=0.6,NACA 64-series,11,37.7,2.1,JF XF,1.16,130,0.005,0.005,0.005
NACA64-311 A=0.8,NACA 64-series,11,37.7,1.9,JF XF,1.16,126,0.005,0.005,0.005
NACA64-312,NACA 64-series,12,37.7,1.5,JF XF,1.23,116,0.005,0.005,0.005
NACA64-312 A=0.0,NACA 64-series,12,37.7,1.6,JF XF,1.18,110,0.005,0.005,0.006
NACA64-312 A=0.2,NACA 64-series,12,37.7,1.8,JF XF,1.2,122,0.005,0.005,0.006
NACA64-312 A=0.5,NACA 64-series,12,37.7,2,JF XF,1.21,122,0.005,0.005,0.005
NACA64-312 A=0.6,NACA 64-series,12,37.7,2,JF XF,1.22,123,0.005,0.005,0.005
NACA64-312 A=0.8,NACA 64-series,12,37.7,1.9,JF XF,1.23,121,0.005,0.005,0.005
NACA64-313,NACA 64-series,13,37.7,1.5,JF XF,1.29,125,0.005,0.005,0.005
NACA64-313 A=0.0,NACA 64-series,13,37.8,1.6,JF XF,1.24,107,0.005,0.005,0.006
NACA64-313 A=0.2,NACA 64-series,13,37.7,1.8,JF XF,1.26,116,0.005,0.005,0.006
NACA64-313 A=0.5,NACA 64-series,13,37.7,2,JF XF,1.27,122,0.005,0.005,0.005
NACA64-313 A=0.6,NACA 64-series,13,37.7,2,JF XF,1.28,123,0.005,0.005,0.005
NACA64-313 A=0.8,NACA 64-series,13,37.7,1.8,JF XF,1.29,128,0.005,0.005,0.005
NACA64-314,NACA 64-series,14,37.7,1.4,JF XF,1.35,125,0.005,0.005,0.005
NACA64-314 A=0.0,NACA 64-series,14,37.8,1.6,JF XF,1.3,109,0.005,0.005,0.006
NACA64-314 A=0.2,NACA 64-series,14,37.7,1.7,JF XF,1.32,118,0.005,0.005,0.006
NACA64-314 A=0.5,NACA 64-series,14,37.7,2,JF XF,1.33,130,0.005,0.005,0.005
NACA64-314 A=0.6,NACA 64-series,14,37.7,2,JF XF,1.34,132,0.005,0.005,0.005
NACA64-314 A=0.8,NACA 64-series,14,37.7,1.8,JF XF,1.35,128,0.005,0.005,0.005
NACA64-315,NACA 64-series,15,37.7,1.4,JF XF,1.41,133,0.005,0.005,0.005
NACA64-315 A=0.0,NACA 64-series,15,37.8,1.5,JF XF,1.36,110,0.005,0.005,0.006
NACA64-315 A=0.2,NACA 64-series,15,37.8,1.7,JF XF,1.38,119,0.005,0.005,0.006
NACA64-315 A=0.5,NACA 64-series,15,37.7,1.9,JF XF,1.39,130,0.005,0.005,0.005
NACA64-315 A=0.6,NACA 64-series,15,37.7,1.9,JF XF,1.4,132,0.005,0.005,0.005
NACA64-315 A=0.8,NACA 64-series,15,37.7,1.8,JF XF,1.41,127,0.005,0.005,0.005
NACA64-316,NACA 64-series,16,37.7,1.4,JF XF,1.47,133,0.005,0.005,0.005
NACA64-316 A=0.0,NACA 64-series,16,37.8,1.5,JF XF,1.42,112,0.005,0.005,0.006
NACA64-316 A=0.2,NACA 64-series,16,37.8,1.7,JF XF,1.43,118,0.005,0.005,0.006
NACA64-316 A=0.5,NACA 64-series,16,37.7,1.9,JF XF,1.45,138,0.005,0.005,0.005
NACA64-316 A=0.6,NACA 64-series,16,37.7,1.9,JF XF,1.46,131,0.005,0.005,0.005
NACA64-316 A=0.8,NACA 64-series,16,37.7,1.7,JF XF,1.47,136,0.005,0.005,0.005
NACA64-317,NACA 64-series,17,37.7,1.4,JF XF,1.53,133,0.005,0.005,0.005
NACA64-317 A=0.0,NACA 64-series,17,37.8,1.4,JF XF,1.48,113,0.005,0.005,0.006
NACA64-317 A=0.2,NACA 64-series,17,37.8,1.6,JF XF,1.49,126,0.005,0.005,0.006
NACA64-317 A=0.5,NACA 64-series,17,37.7,1.9,JF XF,1.51,138,0.005,0.005,0.005
NACA64-317 A=0.6,NACA 64-series,17,37.7,1.9,JF XF,1.52,139,0.005,0.005,0.005
NACA64-317 A=0.8,NACA 64-series,17,37.7,1.7,JF XF,1.53,135,0.005,0.005,0.005
NACA64-318,NACA 64-series,18,37.7,1.3,JF XF,1.58,141,0.005,0.005,0.005
NACA64-318 A=0.0,NACA 64-series,18,37.8,1.4,JF XF,1.53,113,0.005,0.005,0.006
NACA64-318 A=0.2,NACA 64-series,18,37.8,1.6,JF XF,1.55,122,0.005,0.005,0.006
NACA64-318 A=0.5,NACA 64-series,18,37.8,1.8,JF XF,1.57,145,0.005,0.005,0.006
NACA64-318 A=0.6,NACA 64-series,18,37.7,1.8,JF XF,1.58,138,0.005,0.005,0.006
NACA64-318 A=0.8,NACA 64-series,18,37.7,1.7,JF XF,1.59,143,0.005,0.005,0.006
NACA64-319,NACA 64-series,19,35.8,1.3,JF XF,1.64,140,0.005,0.005,0.006
NACA64-319 A=0.0,NACA 64-series,19,35.8,1.4,JF XF,1.58,118,0.005,0.005,0.006
NACA64-319 A=0.2,NACA 64-series,19,35.8,1.5,JF XF,1.6,118,0.005,0.005,0.006
NACA64-319 A=0.5,NACA 64-series,19,35.8,1.8,JF XF,1.63,142,0.005,0.005,0.006
NACA64-319 A=0.6,NACA 64-series,19,35.8,1.8,JF XF,1.63,145,0.005,0.005,0.006
NACA64-319 A=0.8,NACA 64-series,19,35.8,1.6,JF XF,1.64,142,0.005,0.005,0.006
NACA64-320,NACA 64-series,20,35.8,1.3,JF XF,1.69,146,0.005,0.005,0.006
NACA64-320 A=0.0,NACA 64-series,20,35.8,1.3,JF XF,1.64,122,0.005,0.005,0.006
NACA64-320 A=0.2,NACA 64-series,20,35.8,1.5,JF XF,1.66,121,0.005,0.005,0.006
NACA64-320 A=0.5,NACA 64-series,20,35.8,1.8,JF XF,1.68,141,0.005,0.005,0.006
NACA64-320 A=0.6,NACA 64-series,20,35.8,1.8,JF XF,1.69,143,0.005,0.005,0.006
NACA64-320 A=0.8,NACA 64-series,20,35.8,1.6,JF XF,1.69,146,0.005,0.006,0.006
NACA64-409,NACA 64-series,9,37.7,2.1,JF XF,1.1,155,0.005,0.004,0.004
NACA64-409 A=0.0,NACA 64-series,9,37.7,2.3,JF XF,1.06,145,0.005,0.004,0.005
NACA64-409 A=0.2,NACA 64-series,9,37.7,2.5,JF XF,1.07,150,0.005,0.004,0.005
NACA64-409 A=0.5,NACA 64-series,9,37.7,2.8,JF XF,1.08,160,0.005,0.004,0.004
NACA64-409 A=0.6,NACA 64-series,9,37.7,2.8,JF XF,1.09,157,0.005,0.004,0.004
NACA64-409 A=0.8,NACA 64-series,9,37.7,2.6,JF XF,1.1,157,0.005,0.004,0.004
NACA64-410,NACA 64-series,10,37.7,2.1,JF XF,1.17,150,0.006,0.004,0.005
NACA64-410 A=0.0,NACA 64-series,10,37.8,2.3,JF XF,1.12,130,0.006,0.005,0.005
NACA64-410 A=0.2,NACA 64-series,10,37.7,2.5,JF XF,1.13,144,0.006,0.005,0.005
NACA64-410 A=0.5,NACA 64-series,10,37.7,2.8,JF XF,1.15,149,0.006,0.005,0.005
NACA64-410 A=0.6,NACA 64-series,10,37.7,2.8,JF XF,1.16,152,0.006,0.005,0.005
NACA64-410 A=0.8,NACA 64-series,10,37.7,2.6,JF XF,1.17,145,0.006,0.005,0.005
NACA64-411,NACA 64-series,11,37.7,2,JF XF,1.24,144,0.006,0.005,0.005
NACA64-411 A=0.0,NACA 64-series,11,37.8,2.2,JF XF,1.17,125,0.006,0.005,0.006
NACA64-411 A=0.2,NACA 64-series,11,37.7,2.5,JF XF,1.19,138,0.006,0.005,0.005
NACA64-411 A=0.5,NACA 64-series,11,37.7,2.8,JF XF,1.22,142,0.006,0.005,0.005
NACA64-411 A=0.6,NACA 64-series,11,37.7,2.7,JF XF,1.22,144,0.006,0.005,0.005
NACA64-411 A=0.8,NACA 64-series,11,37.7,2.5,JF XF,1.24,142,0.006,0.005,0.005
NACA64-412,NACA 64-series,12,37.7,2,JF WT XF,1.31,137,0.006,0.005,0.005
NACA64-412 A=0.0,NACA 64-series,12,37.8,2.2,JF XF,1.24,123,0.006,0.005,0.006
NACA64-412 A=0.2,NACA 64-series,12,37.8,2.4,JF XF,1.25,135,0.006,0.005,0.006
NACA64-412 A=0.5,NACA 64-series,12,37.7,2.7,JF XF,1.28,141,0.006,0.005,0.005
NACA64-412 A=0.6,NACA 64-series,12,37.7,2.7,JF XF,1.28,135,0.006,0.005,0.005
NACA64-412 A=0.8,NACA 64-series,12,37.7,2.5,JF XF,1.3,139,0.006,0.005,0.005
NACA64-413,NACA 64-series,13,37.7,2,JF XF,1.37,139,0.006,0.005,0.005
NACA64-413 A=0.0,NACA 64-series,13,37.8,2.2,JF XF,1.3,122,0.006,0.005,0.006
NACA64-413 A=0.2,NACA 64-series,13,37.8,2.4,JF XF,1.31,134,0.006,0.005,0.006
NACA64-413 A=0.5,NACA 64-series,13,37.7,2.7,JF XF,1.34,141,0.006,0.005,0.005
NACA64-413 A=0.6,NACA 64-series,13,37.7,2.7,JF XF,1.35,142,0.006,0.005,0.005
NACA64-413 A=0.8,NACA 64-series,13,37.7,2.5,JF XF,1.36,140,0.006,0.005,0.005
NACA64-414,NACA 64-series,14,37.7,1.9,JF XF,1.43,139,0.005,0.005,0.005
NACA64-414 A=0.0,NACA 64-series,14,37.8,2.1,JF XF,1.36,119,0.005,0.005,0.006
NACA64-414 A=0.2,NACA 64-series,14,37.8,2.3,JF XF,1.38,132,0.006,0.005,0.006
NACA64-414 A=0.5,NACA 64-series,14,37.8,2.7,JF XF,1.4,147,0.006,0.005,0.005
NACA64-414 A=0.6,NACA 64-series,14,37.8,2.6,JF XF,1.41,143,0.005,0.005,0.005
